Date,^DJI
1990-05-08,2733.6
1990-05-09,2732.9
1990-05-10,2738.5
1990-05-11,2801.6
1990-05-14,2821.5
1990-05-15,2822.5
1990-05-16,2819.7
1990-05-17,2831.7
1990-05-18,2819.9
1990-05-21,2844.7
1990-05-22,2852.2
1990-05-23,2856.3
1990-05-24,2855.6
1990-05-25,2820.9
1990-05-29,2870.5
1990-05-30,2878.6
1990-05-31,2876.7
1990-06-01,2901.0
1990-06-04,2935.2
1990-06-05,2925.0
1990-06-06,2911.7
1990-06-07,2897.3
1990-06-08,2862.4
1990-06-11,2892.6
1990-06-12,2933.4
1990-06-13,2930.0
1990-06-14,2928.2
1990-06-15,2935.9
1990-06-18,2882.2
1990-06-19,2893.6
1990-06-20,2895.3
1990-06-21,2901.7
1990-06-22,2857.2
1990-06-25,2845.1
1990-06-26,2842.3
1990-06-27,2862.1
1990-06-28,2878.7
1990-06-29,2880.7
1990-07-02,2899.3
1990-07-03,2911.6
1990-07-05,2879.2
1990-07-06,2905.0
1990-07-09,2914.1
1990-07-10,2890.8
1990-07-11,2932.7
1990-07-12,2969.8
1990-07-13,2980.2
1990-07-16,2999.8
1990-07-17,2999.8
1990-07-18,2981.7
1990-07-19,2993.8
1990-07-20,2961.1
1990-07-23,2904.7
1990-07-24,2922.5
1990-07-25,2930.9
1990-07-26,2920.8
1990-07-27,2898.5
1990-07-30,2917.3
1990-07-31,2905.2
1990-08-01,2899.3
1990-08-02,2864.6
1990-08-03,2809.7
1990-08-06,2716.3
1990-08-07,2710.6
1990-08-08,2734.9
1990-08-09,2758.9
1990-08-10,2716.6
1990-08-13,2746.8
1990-08-14,2747.8
1990-08-15,2748.3
1990-08-16,2681.4
1990-08-17,2644.8
1990-08-20,2656.4
1990-08-21,2604.0
1990-08-22,2560.2
1990-08-23,2483.4
1990-08-24,2532.9
1990-08-27,2611.6
1990-08-28,2614.9
1990-08-29,2632.4
1990-08-30,2593.3
1990-08-31,2614.4
1990-09-04,2613.4
1990-09-05,2628.2
1990-09-06,2596.3
1990-09-07,2619.6
1990-09-10,2615.6
1990-09-11,2612.6
1990-09-12,2625.7
1990-09-13,2582.7
1990-09-14,2564.1
1990-09-17,2567.3
1990-09-18,2571.3
1990-09-19,2557.4
1990-09-20,2518.3
1990-09-21,2512.4
1990-09-24,2453.0
1990-09-25,2485.6
1990-09-26,2459.7
1990-09-27,2427.5
1990-09-28,2452.5
1990-10-01,2515.8
1990-10-02,2505.2
1990-10-03,2489.4
1990-10-04,2516.8
1990-10-05,2510.6
1990-10-08,2523.8
1990-10-09,2445.5
1990-10-10,2407.9
1990-10-11,2365.1
1990-10-12,2398.0
1990-10-15,2416.3
1990-10-16,2381.2
1990-10-17,2387.9
1990-10-18,2452.7
1990-10-19,2520.8
1990-10-22,2516.1
1990-10-23,2494.1
1990-10-24,2504.2
1990-10-25,2484.4
1990-10-26,2436.1
1990-10-29,2430.2
1990-10-30,2448.0
1990-10-31,2442.3
1990-11-01,2455.0
1990-11-02,2490.8
1990-11-05,2502.2
1990-11-06,2485.2
1990-11-07,2440.8
1990-11-08,2443.8
1990-11-09,2488.6
1990-11-12,2540.4
1990-11-13,2535.4
1990-11-14,2559.7
1990-11-15,2545.1
1990-11-16,2550.3
1990-11-19,2565.4
1990-11-20,2530.2
1990-11-21,2539.4
1990-11-23,2527.2
1990-11-26,2533.2
1990-11-27,2543.8
1990-11-28,2535.2
1990-11-29,2518.8
1990-11-30,2559.7
1990-12-03,2565.6
1990-12-04,2579.7
1990-12-05,2610.4
1990-12-06,2602.5
1990-12-07,2590.1
1990-12-10,2596.8
1990-12-11,2586.1
1990-12-12,2622.3
1990-12-13,2614.4
1990-12-14,2593.8
1990-12-17,2593.3
1990-12-18,2626.7
1990-12-19,2626.7
1990-12-20,2629.5
1990-12-21,2633.7
1990-12-24,2621.3
1990-12-26,2637.1
1990-12-27,2625.5
1990-12-28,2629.2
1990-12-31,2633.7
1991-01-02,2610.6
1991-01-03,2573.5
1991-01-04,2566.1
1991-01-07,2522.8
1991-01-08,2509.4
1991-01-09,2470.3
1991-01-10,2498.8
1991-01-11,2501.5
1991-01-14,2483.9
1991-01-15,2490.6
1991-01-16,2508.9
1991-01-17,2623.5
1991-01-18,2646.8
1991-01-21,2629.2
1991-01-22,2603.2
1991-01-23,2619.1
1991-01-24,2643.1
1991-01-25,2659.4
1991-01-28,2654.5
1991-01-29,2662.6
1991-01-30,2713.1
1991-01-31,2736.4
1991-02-01,2730.7
1991-02-04,2772.3
1991-02-05,2788.4
1991-02-06,2830.9
1991-02-07,2810.6
1991-02-08,2830.7
1991-02-11,2902.2
1991-02-12,2874.8
1991-02-13,2909.2
1991-02-14,2877.2
1991-02-15,2934.7
1991-02-19,2932.2
1991-02-20,2899.0
1991-02-21,2891.8
1991-02-22,2889.4
1991-02-25,2887.9
1991-02-26,2864.6
1991-02-27,2889.1
1991-02-28,2882.2
1991-03-01,2909.9
1991-03-04,2914.1
1991-03-05,2972.5
1991-03-06,2973.3
1991-03-07,2963.4
1991-03-08,2955.2
1991-03-11,2939.4
1991-03-12,2922.5
1991-03-13,2955.2
1991-03-14,2952.2
1991-03-15,2948.3
1991-03-18,2930.0
1991-03-19,2867.8
1991-03-20,2872.0
1991-03-21,2855.5
1991-03-22,2858.9
1991-03-25,2865.8
1991-03-26,2914.9
1991-03-27,2917.6
1991-03-28,2913.9
1991-04-01,2881.2
1991-04-02,2945.1
1991-04-03,2926.7
1991-04-04,2924.5
1991-04-05,2896.8
1991-04-08,2918.6
1991-04-09,2873.0
1991-04-10,2874.5
1991-04-11,2905.5
1991-04-12,2920.8
1991-04-15,2933.2
1991-04-16,2986.9
1991-04-17,3004.5
1991-04-18,2999.3
1991-04-19,2965.6
1991-04-22,2927.7
1991-04-23,2930.5
1991-04-24,2949.5
1991-04-25,2921.0
1991-04-26,2912.4
1991-04-29,2877.0
1991-04-30,2887.9
1991-05-01,2930.2
1991-05-02,2938.6
1991-05-03,2938.9
1991-05-06,2941.6
1991-05-07,2917.5
1991-05-08,2930.9
1991-05-09,2971.2
1991-05-10,2920.2
1991-05-13,2924.4
1991-05-14,2886.9
1991-05-15,2865.4
1991-05-16,2894.0
1991-05-17,2886.6
1991-05-20,2892.2
1991-05-21,2906.1
1991-05-22,2910.3
1991-05-23,2900.0
1991-05-24,2913.9
1991-05-28,2958.9
1991-05-29,2969.6
1991-05-30,3000.5
1991-05-31,3027.5
1991-06-03,3035.3
1991-06-04,3028.0
1991-06-05,3005.4
1991-06-06,2994.9
1991-06-07,2976.7
1991-06-10,2975.4
1991-06-11,2985.9
1991-06-12,2962.0
1991-06-13,2965.1
1991-06-14,3000.5
1991-06-17,2994.0
1991-06-18,2986.8
1991-06-19,2955.5
1991-06-20,2953.9
1991-06-21,2965.6
1991-06-24,2913.0
1991-06-25,2910.1
1991-06-26,2913.0
1991-06-27,2934.9
1991-06-28,2906.8
1991-07-01,2958.4
1991-07-02,2972.7
1991-07-03,2934.7
1991-07-05,2932.5
1991-07-08,2962.0
1991-07-09,2947.2
1991-07-10,2944.8
1991-07-11,2959.8
1991-07-12,2980.8
1991-07-15,2990.6
1991-07-16,2983.9
1991-07-17,2978.8
1991-07-18,3016.3
1991-07-19,3016.3
1991-07-22,3013.0
1991-07-23,2983.2
1991-07-24,2966.2
1991-07-25,2980.1
1991-07-26,2972.5
1991-07-29,2985.2
1991-07-30,3016.3
1991-07-31,3024.8
1991-08-01,3017.7
1991-08-02,3006.3
1991-08-05,2989.0
1991-08-06,3027.3
1991-08-07,3026.6
1991-08-08,3013.9
1991-08-09,2996.2
1991-08-12,3001.3
1991-08-13,3008.7
1991-08-14,3005.4
1991-08-15,2998.4
1991-08-16,2968.0
1991-08-19,2898.0
1991-08-20,2913.7
1991-08-21,3001.8
1991-08-22,3007.4
1991-08-23,3040.3
1991-08-26,3039.4
1991-08-27,3026.2
1991-08-28,3055.2
1991-08-29,3049.6
1991-08-30,3043.6
1991-09-03,3017.7
1991-09-04,3008.5
1991-09-05,3008.5
1991-09-06,3011.6
1991-09-09,3007.2
1991-09-10,2982.6
1991-09-11,2987.0
1991-09-12,3007.8
1991-09-13,2985.7
1991-09-16,3015.2
1991-09-17,3013.2
1991-09-18,3017.9
1991-09-19,3024.4
1991-09-20,3019.2
1991-09-23,3010.5
1991-09-24,3029.1
1991-09-25,3021.0
1991-09-26,3017.2
1991-09-27,3006.0
1991-09-30,3016.8
1991-10-01,3018.3
1991-10-02,3012.5
1991-10-03,2984.8
1991-10-04,2961.8
1991-10-07,2942.8
1991-10-08,2963.8
1991-10-09,2946.3
1991-10-10,2976.5
1991-10-11,2983.7
1991-10-14,3019.5
1991-10-15,3041.4
1991-10-16,3061.7
1991-10-17,3053.0
1991-10-18,3077.2
1991-10-21,3060.4
1991-10-22,3039.8
1991-10-23,3040.9
1991-10-24,3016.3
1991-10-25,3004.9
1991-10-28,3045.6
1991-10-29,3061.9
1991-10-30,3071.8
1991-10-31,3069.1
1991-11-01,3056.4
1991-11-04,3045.6
1991-11-05,3031.3
1991-11-06,3038.5
1991-11-07,3054.1
1991-11-08,3045.6
1991-11-11,3042.3
1991-11-12,3054.1
1991-11-13,3065.3
1991-11-14,3063.5
1991-11-15,2943.2
1991-11-18,2972.7
1991-11-19,2931.6
1991-11-20,2930.0
1991-11-21,2932.7
1991-11-22,2902.7
1991-11-25,2902.1
1991-11-26,2916.1
1991-11-27,2900.0
1991-11-29,2894.7
1991-12-02,2935.4
1991-12-03,2929.6
1991-12-04,2911.7
1991-12-05,2889.1
1991-12-06,2886.4
1991-12-09,2871.7
1991-12-10,2863.8
1991-12-11,2865.4
1991-12-12,2895.1
1991-12-13,2914.4
1991-12-16,2919.1
1991-12-17,2902.3
1991-12-18,2908.1
1991-12-19,2914.4
1991-12-20,2934.5
1991-12-23,3022.6
1991-12-24,3051.0
1991-12-26,3083.0
1991-12-27,3101.5
1991-12-30,3163.9
1991-12-31,3168.8
1992-01-02,3172.4
1992-01-03,3201.5
1992-01-06,3200.1
1992-01-07,3204.8
1992-01-08,3203.9
1992-01-09,3209.5
1992-01-10,3199.5
1992-01-13,3185.6
1992-01-14,3246.2
1992-01-15,3258.5
1992-01-16,3249.6
1992-01-17,3265.0
1992-01-20,3254.0
1992-01-21,3223.4
1992-01-22,3255.8
1992-01-23,3226.7
1992-01-24,3232.8
1992-01-27,3240.6
1992-01-28,3272.1
1992-01-29,3225.0
1992-01-30,3244.9
1992-01-31,3223.4
1992-02-03,3234.1
1992-02-04,3272.8
1992-02-05,3257.6
1992-02-06,3255.6
1992-02-07,3225.4
1992-02-10,3245.1
1992-02-11,3251.6
1992-02-12,3276.8
1992-02-13,3246.7
1992-02-14,3246.0
1992-02-18,3224.7
1992-02-19,3230.3
1992-02-20,3280.6
1992-02-21,3280.2
1992-02-24,3282.4
1992-02-25,3257.8
1992-02-26,3283.3
1992-02-27,3269.5
1992-02-28,3267.7
1992-03-02,3275.3
1992-03-03,3290.3
1992-03-04,3268.6
1992-03-05,3241.5
1992-03-06,3221.6
1992-03-09,3215.1
1992-03-10,3231.0
1992-03-11,3208.6
1992-03-12,3208.6
1992-03-13,3235.9
1992-03-16,3236.4
1992-03-17,3256.0
1992-03-18,3254.3
1992-03-19,3261.4
1992-03-20,3276.4
1992-03-23,3272.1
1992-03-24,3261.0
1992-03-25,3259.4
1992-03-26,3267.7
1992-03-27,3231.4
1992-03-30,3235.2
1992-03-31,3235.5
1992-04-01,3249.3
1992-04-02,3234.1
1992-04-03,3249.1
1992-04-06,3275.5
1992-04-07,3213.6
1992-04-08,3181.4
1992-04-09,3225.0
1992-04-10,3255.4
1992-04-13,3269.9
1992-04-14,3306.1
1992-04-15,3353.8
1992-04-16,3366.5
1992-04-20,3336.3
1992-04-21,3343.3
1992-04-22,3338.8
1992-04-23,3348.6
1992-04-24,3324.5
1992-04-27,3304.6
1992-04-28,3307.9
1992-04-29,3333.2
1992-04-30,3359.1
1992-05-01,3336.1
1992-05-04,3378.1
1992-05-05,3359.4
1992-05-06,3369.4
1992-05-07,3363.4
1992-05-08,3369.4
1992-05-11,3397.6
1992-05-12,3385.1
1992-05-13,3392.0
1992-05-14,3368.9
1992-05-15,3353.1
1992-05-18,3376.0
1992-05-19,3398.0
1992-05-20,3393.8
1992-05-21,3378.7
1992-05-22,3386.8
1992-05-26,3364.2
1992-05-27,3370.4
1992-05-28,3398.4
1992-05-29,3396.9
1992-06-01,3413.2
1992-06-02,3396.1
1992-06-03,3407.0
1992-06-04,3399.7
1992-06-05,3398.7
1992-06-08,3404.1
1992-06-09,3369.9
1992-06-10,3343.2
1992-06-11,3351.5
1992-06-12,3354.4
1992-06-15,3354.9
1992-06-16,3329.5
1992-06-17,3287.8
1992-06-18,3274.1
1992-06-19,3285.4
1992-06-22,3280.8
1992-06-23,3285.6
1992-06-24,3290.7
1992-06-25,3284.0
1992-06-26,3282.4
1992-06-29,3319.9
1992-06-30,3318.5
1992-07-01,3354.1
1992-07-02,3330.3
1992-07-06,3339.2
1992-07-07,3295.2
1992-07-08,3293.3
1992-07-09,3324.1
1992-07-10,3330.6
1992-07-13,3337.3
1992-07-14,3358.4
1992-07-15,3345.4
1992-07-16,3361.6
1992-07-17,3331.6
1992-07-20,3303.0
1992-07-21,3308.4
1992-07-22,3277.6
1992-07-23,3290.0
1992-07-24,3285.7
1992-07-27,3282.2
1992-07-28,3334.1
1992-07-29,3379.2
1992-07-30,3391.9
1992-07-31,3393.8
1992-08-03,3395.4
1992-08-04,3384.3
1992-08-05,3365.1
1992-08-06,3340.6
1992-08-07,3332.2
1992-08-10,3337.6
1992-08-11,3331.1
1992-08-12,3320.8
1992-08-13,3313.3
1992-08-14,3328.9
1992-08-17,3324.9
1992-08-18,3329.5
1992-08-19,3307.1
1992-08-20,3304.9
1992-08-21,3254.1
1992-08-24,3228.2
1992-08-25,3232.2
1992-08-26,3246.8
1992-08-27,3254.6
1992-08-28,3267.6
1992-08-31,3257.4
1992-09-01,3266.3
1992-09-02,3290.3
1992-09-03,3292.2
1992-09-04,3281.9
1992-09-08,3260.6
1992-09-09,3271.4
1992-09-10,3305.2
1992-09-11,3305.7
1992-09-14,3376.2
1992-09-15,3327.3
1992-09-16,3319.2
1992-09-17,3315.7
1992-09-18,3327.1
1992-09-21,3320.8
1992-09-22,3280.9
1992-09-23,3278.7
1992-09-24,3287.9
1992-09-25,3250.3
1992-09-28,3276.3
1992-09-29,3266.8
1992-09-30,3271.7
1992-10-01,3254.4
1992-10-02,3200.6
1992-10-05,3179.0
1992-10-06,3178.2
1992-10-07,3152.3
1992-10-08,3176.0
1992-10-09,3136.6
1992-10-12,3174.4
1992-10-13,3201.4
1992-10-14,3195.5
1992-10-15,3174.7
1992-10-16,3174.4
1992-10-19,3188.5
1992-10-20,3186.0
1992-10-21,3187.1
1992-10-22,3200.9
1992-10-23,3207.6
1992-10-26,3244.1
1992-10-27,3235.7
1992-10-28,3251.4
1992-10-29,3246.3
1992-10-30,3226.3
1992-11-02,3262.2
1992-11-03,3252.5
1992-11-04,3223.0
1992-11-05,3243.8
1992-11-06,3240.1
1992-11-09,3240.9
1992-11-10,3225.5
1992-11-11,3240.3
1992-11-12,3239.8
1992-11-13,3233.0
1992-11-16,3205.7
1992-11-17,3193.3
1992-11-18,3207.4
1992-11-19,3209.5
1992-11-20,3227.4
1992-11-23,3223.0
1992-11-24,3248.7
1992-11-25,3266.3
1992-11-27,3282.2
1992-11-30,3305.2
1992-12-01,3294.4
1992-12-02,3286.3
1992-12-03,3276.5
1992-12-04,3288.7
1992-12-07,3307.3
1992-12-08,3322.2
1992-12-09,3323.8
1992-12-10,3312.2
1992-12-11,3304.1
1992-12-14,3292.2
1992-12-15,3284.4
1992-12-16,3255.2
1992-12-17,3269.2
1992-12-18,3313.3
1992-12-21,3312.5
1992-12-22,3321.1
1992-12-23,3313.5
1992-12-24,3326.2
1992-12-28,3333.3
1992-12-29,3310.8
1992-12-30,3321.1
1992-12-31,3301.1
1993-01-04,3309.2
1993-01-05,3307.9
1993-01-06,3305.2
1993-01-07,3269.0
1993-01-08,3251.7
1993-01-11,3262.8
1993-01-12,3264.6
1993-01-13,3263.6
1993-01-14,3267.9
1993-01-15,3271.1
1993-01-18,3274.9
1993-01-19,3256.0
1993-01-20,3242.0
1993-01-21,3253.0
1993-01-22,3256.8
1993-01-25,3292.2
1993-01-26,3299.0
1993-01-27,3291.4
1993-01-28,3306.3
1993-01-29,3310.0
1993-02-01,3332.2
1993-02-02,3328.7
1993-02-03,3373.8
1993-02-04,3416.7
1993-02-05,3442.1
1993-02-08,3437.5
1993-02-09,3414.6
1993-02-10,3412.4
1993-02-11,3422.7
1993-02-12,3392.4
1993-02-16,3309.5
1993-02-17,3312.2
1993-02-18,3302.2
1993-02-19,3322.2
1993-02-22,3343.0
1993-02-23,3323.3
1993-02-24,3356.5
1993-02-25,3365.1
1993-02-26,3370.8
1993-03-01,3355.4
1993-03-02,3400.5
1993-03-03,3404.0
1993-03-04,3398.9
1993-03-05,3404.6
1993-03-08,3469.4
1993-03-09,3472.1
1993-03-10,3478.3
1993-03-11,3457.0
1993-03-12,3427.8
1993-03-15,3442.4
1993-03-16,3443.0
1993-03-17,3426.7
1993-03-18,3465.6
1993-03-19,3471.6
1993-03-22,3463.5
1993-03-23,3461.9
1993-03-24,3445.4
1993-03-25,3461.3
1993-03-26,3440.0
1993-03-29,3455.1
1993-03-30,3457.3
1993-03-31,3435.1
1993-04-01,3439.4
1993-04-02,3370.8
1993-04-05,3379.2
1993-04-06,3377.6
1993-04-07,3397.0
1993-04-08,3396.5
1993-04-12,3428.1
1993-04-13,3444.0
1993-04-14,3455.6
1993-04-15,3455.9
1993-04-16,3478.6
1993-04-19,3467.0
1993-04-20,3443.5
1993-04-21,3439.4
1993-04-22,3429.2
1993-04-23,3413.8
1993-04-26,3398.4
1993-04-27,3415.9
1993-04-28,3413.5
1993-04-29,3425.1
1993-04-30,3427.6
1993-05-03,3446.5
1993-05-04,3446.2
1993-05-05,3449.1
1993-05-06,3441.9
1993-05-07,3437.2
1993-05-10,3443.3
1993-05-11,3468.8
1993-05-12,3482.3
1993-05-13,3448.0
1993-05-14,3443.0
1993-05-17,3449.9
1993-05-18,3444.4
1993-05-19,3500.0
1993-05-20,3523.3
1993-05-21,3492.8
1993-05-24,3507.8
1993-05-25,3516.6
1993-05-26,3540.2
1993-05-27,3554.8
1993-05-28,3527.4
1993-06-01,3552.3
1993-06-02,3553.5
1993-06-03,3544.9
1993-06-04,3545.1
1993-06-07,3532.1
1993-06-08,3510.5
1993-06-09,3511.9
1993-06-10,3491.7
1993-06-11,3505.0
1993-06-14,3514.7
1993-06-15,3492.0
1993-06-16,3511.7
1993-06-17,3521.9
1993-06-18,3494.8
1993-06-21,3510.8
1993-06-22,3497.5
1993-06-23,3466.8
1993-06-24,3490.6
1993-06-25,3490.9
1993-06-28,3530.2
1993-06-29,3518.9
1993-06-30,3516.1
1993-07-01,3510.5
1993-07-02,3484.0
1993-07-06,3449.9
1993-07-07,3475.7
1993-07-08,3514.4
1993-07-09,3521.1
1993-07-12,3524.4
1993-07-13,3515.4
1993-07-14,3542.6
1993-07-15,3550.9
1993-07-16,3528.3
1993-07-19,3535.3
1993-07-20,3544.8
1993-07-21,3555.4
1993-07-22,3525.2
1993-07-23,3546.7
1993-07-26,3567.7
1993-07-27,3565.5
1993-07-28,3553.5
1993-07-29,3567.4
1993-07-30,3539.5
1993-08-02,3561.0
1993-08-03,3561.3
1993-08-04,3552.1
1993-08-05,3549.0
1993-08-06,3560.4
1993-08-09,3576.1
1993-08-10,3572.7
1993-08-11,3583.4
1993-08-12,3569.1
1993-08-13,3569.7
1993-08-16,3579.2
1993-08-17,3587.0
1993-08-18,3604.9
1993-08-19,3612.1
1993-08-20,3615.5
1993-08-23,3606.0
1993-08-24,3639.0
1993-08-25,3652.1
1993-08-26,3648.2
1993-08-27,3640.6
1993-08-30,3644.0
1993-08-31,3651.3
1993-09-01,3645.1
1993-09-02,3626.1
1993-09-03,3633.9
1993-09-07,3607.1
1993-09-08,3588.9
1993-09-09,3589.5
1993-09-10,3621.6
1993-09-13,3634.2
1993-09-14,3615.8
1993-09-15,3633.7
1993-09-16,3630.9
1993-09-17,3613.3
1993-09-20,3575.8
1993-09-21,3537.2
1993-09-22,3547.0
1993-09-23,3539.8
1993-09-24,3543.1
1993-09-27,3567.7
1993-09-28,3566.0
1993-09-29,3566.3
1993-09-30,3555.1
1993-10-01,3581.1
1993-10-04,3577.8
1993-10-05,3587.3
1993-10-06,3599.0
1993-10-07,3583.6
1993-10-08,3584.7
1993-10-11,3593.4
1993-10-12,3593.1
1993-10-13,3603.2
1993-10-14,3621.6
1993-10-15,3629.7
1993-10-18,3642.3
1993-10-19,3635.3
1993-10-20,3645.1
1993-10-21,3636.2
1993-10-22,3649.3
1993-10-25,3673.6
1993-10-26,3672.5
1993-10-27,3664.7
1993-10-28,3687.9
1993-10-29,3680.6
1993-11-01,3692.6
1993-11-02,3697.6
1993-11-03,3661.9
1993-11-04,3625.0
1993-11-05,3643.4
1993-11-08,3647.9
1993-11-09,3640.1
1993-11-10,3663.6
1993-11-11,3662.4
1993-11-12,3684.5
1993-11-15,3677.5
1993-11-16,3710.8
1993-11-17,3704.4
1993-11-18,3685.3
1993-11-19,3694.0
1993-11-22,3670.3
1993-11-23,3674.2
1993-11-24,3687.6
1993-11-26,3684.0
1993-11-29,3677.8
1993-11-30,3684.0
1993-12-01,3697.1
1993-12-02,3702.1
1993-12-03,3704.1
1993-12-06,3710.2
1993-12-07,3718.9
1993-12-08,3734.5
1993-12-09,3729.8
1993-12-10,3740.7
1993-12-13,3764.4
1993-12-14,3742.6
1993-12-15,3716.9
1993-12-16,3726.1
1993-12-17,3751.6
1993-12-20,3755.2
1993-12-21,3745.2
1993-12-22,3762.2
1993-12-23,3757.7
1993-12-27,3792.9
1993-12-28,3793.8
1993-12-29,3794.3
1993-12-30,3775.9
1993-12-31,3754.1
1994-01-03,3756.6
1994-01-04,3783.9
1994-01-05,3798.8
1994-01-06,3803.9
1994-01-07,3820.8
1994-01-10,3865.5
1994-01-11,3850.3
1994-01-12,3848.6
1994-01-13,3842.4
1994-01-14,3867.2
1994-01-17,3870.3
1994-01-18,3870.3
1994-01-19,3884.4
1994-01-20,3892.0
1994-01-21,3914.5
1994-01-24,3912.8
1994-01-25,3895.3
1994-01-26,3908.0
1994-01-27,3926.3
1994-01-28,3945.4
1994-01-31,3978.4
1994-02-01,3964.0
1994-02-02,3975.5
1994-02-03,3967.7
1994-02-04,3871.4
1994-02-07,3906.3
1994-02-08,3906.0
1994-02-09,3931.9
1994-02-10,3895.3
1994-02-11,3894.8
1994-02-14,3904.1
1994-02-15,3928.3
1994-02-16,3937.3
1994-02-17,3922.6
1994-02-18,3887.5
1994-02-22,3911.7
1994-02-23,3891.7
1994-02-24,3839.9
1994-02-25,3838.8
1994-02-28,3832.0
1994-03-01,3809.2
1994-03-02,3831.7
1994-03-03,3824.4
1994-03-04,3832.3
1994-03-07,3856.2
1994-03-08,3851.7
1994-03-09,3853.4
1994-03-10,3830.6
1994-03-11,3862.7
1994-03-14,3863.0
1994-03-15,3849.6
1994-03-16,3848.2
1994-03-17,3865.1
1994-03-18,3895.7
1994-03-21,3864.9
1994-03-22,3862.6
1994-03-23,3869.5
1994-03-24,3821.1
1994-03-25,3774.7
1994-03-28,3762.4
1994-03-29,3699.0
1994-03-30,3626.8
1994-03-31,3636.0
1994-04-04,3593.4
1994-04-05,3675.4
1994-04-06,3679.7
1994-04-07,3693.3
1994-04-08,3674.3
1994-04-11,3688.8
1994-04-12,3681.7
1994-04-13,3661.5
1994-04-14,3663.3
1994-04-15,3661.5
1994-04-18,3620.4
1994-04-19,3619.8
1994-04-20,3598.7
1994-04-21,3652.5
1994-04-22,3648.7
1994-04-25,3705.8
1994-04-26,3699.5
1994-04-28,3668.3
1994-04-29,3681.7
1994-05-02,3701.0
1994-05-03,3714.4
1994-05-04,3697.8
1994-05-05,3696.0
1994-05-06,3669.5
1994-05-09,3629.0
1994-05-10,3656.4
1994-05-11,3629.0
1994-05-12,3652.8
1994-05-13,3659.7
1994-05-16,3671.5
1994-05-17,3720.6
1994-05-18,3732.9
1994-05-19,3759.0
1994-05-20,3766.4
1994-05-23,3742.4
1994-05-24,3745.2
1994-05-25,3755.3
1994-05-26,3753.5
1994-05-27,3757.1
1994-05-31,3758.4
1994-06-01,3760.8
1994-06-02,3759.0
1994-06-03,3772.2
1994-06-06,3768.5
1994-06-07,3755.9
1994-06-08,3749.5
1994-06-09,3753.1
1994-06-10,3773.5
1994-06-13,3783.1
1994-06-14,3814.8
1994-06-15,3790.4
1994-06-16,3811.3
1994-06-17,3776.8
1994-06-20,3741.9
1994-06-21,3708.0
1994-06-22,3724.8
1994-06-23,3699.1
1994-06-24,3636.9
1994-06-27,3685.5
1994-06-28,3669.6
1994-06-29,3667.1
1994-06-30,3625.0
1994-07-01,3646.7
1994-07-05,3652.5
1994-07-06,3674.5
1994-07-07,3688.4
1994-07-08,3709.1
1994-07-11,3703.0
1994-07-12,3702.7
1994-07-13,3704.3
1994-07-14,3739.3
1994-07-15,3753.8
1994-07-18,3755.4
1994-07-19,3748.3
1994-07-20,3727.3
1994-07-21,3732.5
1994-07-22,3735.0
1994-07-25,3741.8
1994-07-26,3735.7
1994-07-27,3720.5
1994-07-28,3730.8
1994-07-29,3764.5
1994-08-01,3798.2
1994-08-02,3796.2
1994-08-03,3792.7
1994-08-04,3765.8
1994-08-05,3747.0
1994-08-08,3753.8
1994-08-09,3755.8
1994-08-10,3766.8
1994-08-11,3750.9
1994-08-12,3768.7
1994-08-15,3760.3
1994-08-16,3784.6
1994-08-17,3776.5
1994-08-18,3755.4
1994-08-19,3755.1
1994-08-22,3751.2
1994-08-23,3775.8
1994-08-24,3846.7
1994-08-25,3829.9
1994-08-26,3881.1
1994-08-29,3898.9
1994-08-30,3917.3
1994-08-31,3913.4
1994-09-01,3901.4
1994-09-02,3885.6
1994-09-06,3898.7
1994-09-07,3886.3
1994-09-08,3908.5
1994-09-09,3874.8
1994-09-12,3860.3
1994-09-13,3879.9
1994-09-14,3895.3
1994-09-15,3953.9
1994-09-16,3933.4
1994-09-19,3936.7
1994-09-20,3869.1
1994-09-21,3851.6
1994-09-22,3837.1
1994-09-23,3831.8
1994-09-26,3849.2
1994-09-27,3863.0
1994-09-28,3878.2
1994-09-29,3854.6
1994-09-30,3843.2
1994-10-03,3846.9
1994-10-04,3801.1
1994-10-05,3787.3
1994-10-06,3775.6
1994-10-07,3797.4
1994-10-10,3821.3
1994-10-11,3876.8
1994-10-12,3875.2
1994-10-13,3890.0
1994-10-14,3910.5
1994-10-17,3923.9
1994-10-18,3917.5
1994-10-19,3936.0
1994-10-20,3911.2
1994-10-21,3891.3
1994-10-24,3855.3
1994-10-25,3850.6
1994-10-26,3848.2
1994-10-27,3875.2
1994-10-28,3930.7
1994-10-31,3908.1
1994-11-01,3863.4
1994-11-02,3837.1
1994-11-03,3845.9
1994-11-04,3807.5
1994-11-07,3808.9
1994-11-08,3830.7
1994-11-09,3831.8
1994-11-10,3822.0
1994-11-11,3801.5
1994-11-14,3829.7
1994-11-15,3826.4
1994-11-16,3845.2
1994-11-17,3828.1
1994-11-18,3815.3
1994-11-21,3769.5
1994-11-22,3678.0
1994-11-23,3674.6
1994-11-25,3708.3
1994-11-28,3739.6
1994-11-29,3738.6
1994-11-30,3739.2
1994-12-01,3700.9
1994-12-02,3745.6
1994-12-05,3741.9
1994-12-06,3746.0
1994-12-07,3735.5
1994-12-08,3685.7
1994-12-09,3691.1
1994-12-12,3718.4
1994-12-13,3715.3
1994-12-14,3746.3
