Date,DIS.US
2014-03-19,74.104
2014-03-20,74.371
2014-03-21,73.948
2014-03-24,73.156
2014-03-25,73.211
2014-03-26,72.355
2014-03-27,72.227
2014-03-28,72.695
2014-03-31,73.69
2014-04-01,75.069
2014-04-02,75.162
2014-04-03,75.182
2014-04-04,74.022
2014-04-07,72.824
2014-04-08,73.229
2014-04-09,74.059
2014-04-10,71.334
2014-04-11,70.872
2014-04-14,71.435
2014-04-15,71.473
2014-04-16,72.659
2014-04-17,73.615
2014-04-21,72.805
2014-04-22,73.118
2014-04-23,73.185
2014-04-24,73.248
2014-04-25,71.997
2014-04-28,71.583
2014-04-29,72.374
2014-04-30,73.018
2014-05-01,73.22
2014-05-02,73.911
2014-05-05,74.748
2014-05-06,74.572
2014-05-07,73.892
2014-05-08,75.098
2014-05-09,75.419
2014-05-12,75.853
2014-05-13,75.54
2014-05-14,74.472
2014-05-15,73.762
2014-05-16,73.984
2014-05-19,74.591
2014-05-20,74.629
2014-05-21,75.641
2014-05-22,75.789
2014-05-23,76.681
2014-05-27,77.068
2014-05-28,76.94
2014-05-29,77.335
2014-05-30,77.316
2014-06-02,77.554
2014-06-03,77.195
2014-06-04,77.527
2014-06-05,78.025
2014-06-06,77.869
2014-06-09,78.668
2014-06-10,77.997
2014-06-11,77.594
2014-06-12,76.202
2014-06-13,76.202
2014-06-16,76.662
2014-06-17,76.532
2014-06-18,76.92
2014-06-19,77.097
2014-06-20,76.221
2014-06-23,76.165
2014-06-24,76.092
2014-06-25,77.215
2014-06-26,77.722
2014-06-27,78.504
2014-06-30,78.907
2014-07-01,79.579
2014-07-02,79.551
2014-07-03,79.921
2014-07-07,79.692
2014-07-08,79.019
2014-07-09,80.27
2014-07-10,79.94
2014-07-11,79.966
2014-07-14,79.847
2014-07-15,79.285
2014-07-16,78.549
2014-07-17,78.254
2014-07-18,78.971
2014-07-21,78.907
2014-07-22,79.341
2014-07-23,79.185
2014-07-24,79.882
2014-07-25,79.36
2014-07-28,80.205
2014-07-29,79.333
2014-07-30,80.26
2014-07-31,79.037
2014-08-01,78.575
2014-08-04,80.289
2014-08-05,79.838
2014-08-06,79.692
2014-08-07,78.697
2014-08-08,79.93
2014-08-11,80.528
2014-08-12,80.26
2014-08-13,80.62
2014-08-14,81.549
2014-08-15,82.165
2014-08-18,82.801
2014-08-19,82.911
2014-08-20,82.681
2014-08-21,83.18
2014-08-22,83.278
2014-08-25,83.18
2014-08-26,82.848
2014-08-27,83.17
2014-08-28,83.041
2014-08-29,82.719
2014-09-02,83.564
2014-09-03,83.695
2014-09-04,82.957
2014-09-05,83.695
2014-09-08,83.345
2014-09-09,82.46
2014-09-10,82.386
2014-09-11,82.801
2014-09-12,82.525
2014-09-15,82.902
2014-09-16,83.077
2014-09-17,83.131
2014-09-18,83.14
2014-09-19,83.278
2014-09-22,82.175
2014-09-23,81.275
2014-09-24,82.322
2014-09-25,81.052
2014-09-26,81.668
2014-09-29,81.753
2014-09-30,81.937
2014-10-01,80.519
2014-10-02,79.872
2014-10-03,81.403
2014-10-06,81.504
2014-10-07,80.171
2014-10-08,81.088
2014-10-09,78.881
2014-10-10,79.395
2014-10-13,77.225
2014-10-14,77.436
2014-10-15,75.54
2014-10-16,75.226
2014-10-17,77.149
2014-10-20,78.706
2014-10-21,80.564
2014-10-22,80.161
2014-10-23,80.98
2014-10-24,81.549
2014-10-27,81.403
2014-10-28,82.763
2014-10-29,82.395
2014-10-30,83.032
2014-10-31,84.098
2014-11-03,84.402
2014-11-04,83.15
2014-11-05,83.747
2014-11-06,84.671
2014-11-07,82.828
2014-11-10,82.625
2014-11-11,82.81
2014-11-12,82.738
2014-11-13,83.278
2014-11-14,83.564
2014-11-17,83.206
2014-11-18,83.086
2014-11-19,82.663
2014-11-20,81.816
2014-11-21,81.872
2014-11-24,83.362
2014-11-25,84.348
2014-11-26,84.594
2014-11-28,85.14
2014-12-01,85.313
2014-12-02,86.023
2014-12-03,85.689
2014-12-04,85.799
2014-12-05,86.289
2014-12-08,86.324
2014-12-09,85.534
2014-12-10,84.329
2014-12-11,85.513
2014-12-12,85.27
2014-12-15,84.718
2014-12-16,84.04
2014-12-17,85.168
2014-12-18,86.312
2014-12-19,86.574
2014-12-22,87.795
2014-12-23,88.25
2014-12-24,88.0
2014-12-26,88.569
2014-12-29,89.008
2014-12-30,88.26
2014-12-31,87.787
2015-01-02,87.377
2015-01-05,86.1
2015-01-06,85.644
2015-01-07,86.52
2015-01-08,87.414
2015-01-09,87.843
2015-01-12,88.039
2015-01-13,88.718
2015-01-14,87.824
2015-01-15,87.936
2015-01-16,88.709
2015-01-20,88.299
2015-01-21,87.767
2015-01-22,88.681
2015-01-23,88.28
2015-01-26,88.514
2015-01-27,87.582
2015-01-28,86.371
2015-01-29,86.883
2015-01-30,84.776
2015-02-02,85.678
2015-02-03,87.704
2015-02-04,94.39
2015-02-05,95.667
2015-02-06,95.077
2015-02-09,94.822
2015-02-10,94.982
2015-02-11,94.936
2015-02-12,96.532
2015-02-13,97.095
2015-02-17,97.046
2015-02-18,96.793
2015-02-19,96.823
2015-02-20,97.455
2015-02-23,97.856
2015-02-24,97.542
2015-02-25,98.397
2015-02-26,97.465
2015-02-27,97.008
2015-03-02,98.704
2015-03-03,99.126
2015-03-04,98.397
2015-03-05,97.885
2015-03-06,96.754
2015-03-09,98.101
2015-03-10,96.088
2015-03-11,95.906
2015-03-12,99.057
2015-03-13,99.206
2015-03-16,100.07
2015-03-17,99.69
2015-03-18,100.63
2015-03-19,100.07
2015-03-20,101.05
2015-03-23,100.86
2015-03-24,99.83
2015-03-25,97.866
2015-03-26,98.081
2015-03-27,98.309
2015-03-30,98.901
2015-03-31,97.757
2015-04-01,98.267
2015-04-02,98.783
2015-04-06,98.457
2015-04-07,98.258
2015-04-08,99.126
2015-04-09,99.5
2015-04-10,99.68
2015-04-13,99.265
2015-04-14,99.394
2015-04-15,99.71
2015-04-16,100.75
2015-04-17,99.424
2015-04-20,100.86
2015-04-21,100.36
2015-04-22,100.61
2015-04-23,101.59
2015-04-24,102.09
2015-04-27,102.66
2015-04-28,102.45
2015-04-29,102.35
2015-04-30,101.32
2015-05-01,103.01
2015-05-04,103.49
2015-05-05,103.28
2015-05-06,102.27
2015-05-07,101.84
2015-05-08,102.62
2015-05-11,101.22
2015-05-12,101.82
2015-05-13,101.78
2015-05-14,102.46
2015-05-15,102.79
2015-05-18,102.82
2015-05-19,103.05
2015-05-20,102.69
2015-05-21,102.88
2015-05-22,102.75
2015-05-26,102.0
2015-05-27,102.86
2015-05-28,103.02
2015-05-29,102.86
2015-06-01,103.42
2015-06-02,103.22
2015-06-03,103.62
2015-06-04,102.79
2015-06-05,102.79
2015-06-08,101.86
2015-06-09,101.14
2015-06-10,102.52
2015-06-11,103.1
2015-06-12,102.48
2015-06-15,102.68
2015-06-16,103.52
2015-06-17,103.91
2015-06-18,105.52
2015-06-19,104.98
2015-06-22,105.8
2015-06-23,106.64
2015-06-24,106.03
2015-06-25,106.68
2015-06-26,107.17
2015-06-29,105.36
2015-06-30,106.38
2015-07-01,107.93
2015-07-02,107.78
2015-07-06,108.45
2015-07-07,109.77
2015-07-08,107.98
2015-07-09,108.35
2015-07-10,109.16
2015-07-13,110.66
2015-07-14,110.48
2015-07-15,110.9
2015-07-16,111.61
2015-07-17,111.43
2015-07-20,112.1
2015-07-21,111.84
2015-07-22,111.85
2015-07-23,111.37
2015-07-24,111.47
2015-07-27,110.86
2015-07-28,111.05
2015-07-29,112.35
2015-07-30,112.53
2015-07-31,112.5
2015-08-03,113.54
2015-08-04,114.07
2015-08-05,103.62
2015-08-06,101.77
2015-08-07,102.52
2015-08-10,104.05
2015-08-11,101.25
2015-08-12,100.3
2015-08-13,100.8
2015-08-14,100.46
2015-08-17,102.23
2015-08-18,100.25
2015-08-19,99.79
2015-08-20,93.761
2015-08-21,92.657
2015-08-24,89.395
2015-08-25,89.89
2015-08-26,93.022
2015-08-27,95.781
2015-08-28,96.078
2015-08-31,95.504
2015-09-01,93.284
2015-09-02,95.513
2015-09-03,95.608
2015-09-04,94.659
2015-09-08,97.504
2015-09-09,95.533
2015-09-10,96.185
2015-09-11,97.934
2015-09-14,97.329
2015-09-15,96.959
2015-09-16,97.465
2015-09-17,97.679
2015-09-18,96.397
2015-09-21,96.939
2015-09-22,96.088
2015-09-23,95.21
2015-09-24,94.326
2015-09-25,94.023
2015-09-28,92.328
2015-09-29,93.2
2015-09-30,95.809
2015-10-01,96.252
2015-10-02,96.551
2015-10-05,97.358
2015-10-06,97.289
2015-10-07,96.919
2015-10-08,98.061
2015-10-09,98.947
2015-10-12,99.7
2015-10-13,99.93
2015-10-14,99.116
2015-10-15,101.14
2015-10-16,101.46
2015-10-19,102.62
2015-10-20,102.97
2015-10-21,103.2
2015-10-22,106.17
2015-10-23,106.01
2015-10-26,106.42
2015-10-27,106.66
2015-10-28,107.18
2015-10-29,107.85
2015-10-30,106.63
2015-11-02,107.85
2015-11-03,108.3
2015-11-04,106.17
2015-11-05,105.93
2015-11-06,108.42
2015-11-09,109.15
2015-11-10,110.07
2015-11-11,109.24
2015-11-12,108.94
2015-11-13,107.66
2015-11-16,108.67
2015-11-17,108.87
2015-11-18,110.75
2015-11-19,111.28
2015-11-20,112.57
2015-11-23,111.94
2015-11-24,110.57
2015-11-25,111.24
2015-11-27,107.93
2015-11-30,106.37
2015-12-01,108.18
2015-12-02,106.86
2015-12-03,104.9
2015-12-04,107.08
2015-12-07,106.71
2015-12-08,105.44
2015-12-09,104.49
2015-12-10,104.49
2015-12-11,101.93
2015-12-14,103.16
2015-12-15,105.81
2015-12-16,107.36
2015-12-17,105.68
2015-12-18,101.63
2015-12-21,100.56
2015-12-22,100.7
2015-12-23,99.59
2015-12-24,99.88
2015-12-28,101.19
2015-12-29,101.02
2015-12-30,100.32
2015-12-31,99.136
2016-01-04,97.163
2016-01-05,95.192
2016-01-06,94.689
2016-01-07,93.872
2016-01-08,93.636
2016-01-11,94.268
2016-01-12,95.723
2016-01-13,92.91
2016-01-14,93.504
2016-01-15,88.589
2016-01-19,88.656
2016-01-20,87.307
2016-01-21,88.703
2016-01-22,91.418
2016-01-25,89.9
2016-01-26,90.826
2016-01-27,88.986
2016-01-28,88.239
2016-01-29,90.4
2016-02-01,89.769
2016-02-02,87.854
2016-02-03,89.76
2016-02-04,90.033
2016-02-05,88.589
2016-02-08,86.911
2016-02-09,87.098
2016-02-10,83.826
2016-02-11,85.202
2016-02-12,85.996
2016-02-16,87.656
2016-02-17,90.099
2016-02-18,89.788
2016-02-19,89.638
2016-02-22,90.919
2016-02-23,89.985
2016-02-24,90.033
2016-02-25,90.24
2016-02-26,89.92
2016-02-29,90.118
2016-03-01,92.129
2016-03-02,91.514
2016-03-03,93.231
2016-03-04,92.91
2016-03-07,93.768
2016-03-08,92.287
2016-03-09,92.138
2016-03-10,91.551
2016-03-11,92.4
2016-03-14,93.221
2016-03-15,92.684
2016-03-16,92.873
2016-03-17,93.968
2016-03-18,93.59
2016-03-21,92.891
2016-03-22,92.059
2016-03-23,91.355
2016-03-24,91.722
2016-03-28,92.542
2016-03-29,92.609
2016-03-30,93.316
2016-03-31,93.694
2016-04-01,93.468
2016-04-04,93.099
2016-04-05,91.514
2016-04-06,91.967
2016-04-07,90.722
2016-04-08,90.968
2016-04-11,90.826
2016-04-12,91.845
2016-04-13,93.854
2016-04-14,93.051
2016-04-15,93.015
2016-04-18,95.743
2016-04-19,96.833
2016-04-20,97.435
2016-04-21,97.095
2016-04-22,97.904
2016-04-25,98.664
2016-04-26,98.947
2016-04-27,99.325
2016-04-28,98.15
2016-04-29,97.425
2016-05-02,98.467
2016-05-03,97.914
2016-05-04,97.807
2016-05-05,98.987
2016-05-06,99.57
2016-05-09,99.385
2016-05-10,100.57
2016-05-11,96.504
2016-05-12,95.963
2016-05-13,94.839
2016-05-16,94.689
2016-05-17,94.288
2016-05-18,93.4
2016-05-19,92.845
2016-05-20,94.136
2016-05-23,93.57
2016-05-24,93.881
2016-05-25,94.213
2016-05-26,94.165
2016-05-27,94.621
2016-05-31,93.608
2016-06-01,92.947
2016-06-02,93.137
2016-06-03,93.166
2016-06-06,93.193
2016-06-07,92.787
2016-06-08,92.497
2016-06-09,92.305
2016-06-10,91.835
2016-06-13,92.051
2016-06-14,92.835
2016-06-15,92.712
2016-06-16,92.816
2016-06-17,93.4
2016-06-20,93.939
2016-06-21,93.231
2016-06-22,93.203
2016-06-23,93.42
2016-06-24,90.307
2016-06-27,89.041
2016-06-28,90.617
2016-06-29,91.496
2016-06-30,92.287
2016-07-01,92.487
2016-07-05,92.138
2016-07-06,92.883
2016-07-07,93.518
2016-07-08,94.669
2016-07-11,95.01
2016-07-12,95.22
2016-07-13,94.916
2016-07-14,95.0
2016-07-15,94.839
2016-07-18,95.173
2016-07-19,94.526
2016-07-20,93.339
2016-07-21,93.139
2016-07-22,92.855
2016-07-25,92.548
2016-07-26,91.885
2016-07-27,91.542
2016-07-28,91.142
2016-07-29,91.181
2016-08-01,90.791
2016-08-02,90.288
2016-08-03,91.314
2016-08-04,90.431
2016-08-05,91.067
2016-08-08,90.991
2016-08-09,91.867
2016-08-10,92.997
2016-08-11,92.91
2016-08-12,92.026
2016-08-15,92.273
2016-08-16,92.063
2016-08-17,92.055
2016-08-18,91.847
2016-08-19,91.599
2016-08-22,91.104
2016-08-23,91.201
2016-08-24,91.057
2016-08-25,90.8
2016-08-26,90.478
2016-08-29,90.154
2016-08-30,90.145
2016-08-31,89.765
2016-09-01,89.575
2016-09-02,89.727
2016-09-06,89.139
2016-09-07,89.051
2016-09-08,89.413
2016-09-09,87.827
2016-09-12,88.986
2016-09-13,88.092
2016-09-14,87.675
2016-09-15,87.902
2016-09-16,87.959
2016-09-19,88.027
2016-09-20,88.33
2016-09-21,87.798
2016-09-22,88.768
2016-09-23,88.635
2016-09-26,87.389
2016-09-27,87.162
2016-09-28,87.617
2016-09-29,87.237
2016-09-30,88.244
2016-10-03,87.892
2016-10-04,87.989
2016-10-05,87.856
2016-10-06,88.215
2016-10-07,87.892
2016-10-10,87.892
2016-10-11,87.294
2016-10-12,86.867
2016-10-13,86.591
2016-10-14,86.762
2016-10-17,86.314
2016-10-18,86.639
2016-10-19,87.361
2016-10-20,87.456
2016-10-21,88.406
2016-10-24,88.728
2016-10-25,88.14
2016-10-26,88.844
2016-10-27,89.346
2016-10-28,89.185
2016-10-31,88.082
2016-11-01,87.798
2016-11-02,87.343
2016-11-03,88.728
2016-11-04,87.856
2016-11-07,89.736
2016-11-08,89.689
2016-11-09,89.936
2016-11-10,90.24
2016-11-11,92.825
2016-11-14,93.052
2016-11-15,92.845
2016-11-16,94.194
2016-11-17,94.432
2016-11-18,93.358
2016-11-21,92.778
2016-11-22,92.855
2016-11-23,93.377
2016-11-25,93.908
2016-11-28,94.052
2016-11-29,94.717
2016-11-30,94.194
2016-12-01,94.022
2016-12-02,93.604
2016-12-05,94.992
2016-12-06,95.657
2016-12-07,96.919
2016-12-08,98.997
2016-12-09,100.42
2016-12-12,99.65
2016-12-13,99.444
2016-12-14,99.64
2016-12-15,99.97
2016-12-16,99.5
2016-12-19,100.84
2016-12-20,100.98
2016-12-21,101.08
2016-12-22,100.95
2016-12-23,100.69
2016-12-27,100.71
2016-12-28,99.88
2016-12-29,100.13
2016-12-30,99.8
2017-01-03,101.59
2017-01-04,102.89
2017-01-05,102.83
2017-01-06,104.36
2017-01-09,103.77
2017-01-10,103.79
2017-01-11,104.8
2017-01-12,102.98
2017-01-13,103.48
2017-01-17,103.39
2017-01-18,103.57
2017-01-19,102.73
2017-01-20,103.1
2017-01-23,102.58
2017-01-24,103.33
2017-01-25,103.46
2017-01-26,103.48
2017-01-27,104.66
2017-01-30,106.24
2017-01-31,105.96
2017-02-01,106.59
2017-02-02,105.92
2017-02-03,105.63
2017-02-06,104.93
2017-02-07,104.38
2017-02-08,104.38
2017-02-09,104.85
2017-02-10,104.62
2017-02-13,105.01
2017-02-14,105.66
2017-02-15,105.51
2017-02-16,106.01
2017-02-17,105.4
2017-02-21,105.35
2017-02-22,105.46
2017-02-23,105.08
2017-02-24,105.65
2017-02-27,105.56
2017-02-28,105.43
2017-03-01,106.34
2017-03-02,105.9
2017-03-03,106.53
2017-03-06,105.98
2017-03-07,106.16
2017-03-08,106.14
2017-03-09,106.33
2017-03-10,106.22
2017-03-13,106.79
2017-03-14,107.56
2017-03-15,107.12
2017-03-16,106.98
2017-03-17,107.01
2017-03-20,107.93
2017-03-21,107.0
2017-03-22,107.33
2017-03-23,107.49
2017-03-24,107.39
2017-03-27,107.63
2017-03-28,108.26
2017-03-29,107.76
2017-03-30,108.37
2017-03-31,108.58
2017-04-03,108.39
2017-04-04,108.25
2017-04-05,108.21
2017-04-06,108.26
2017-04-07,107.81
2017-04-10,107.66
2017-04-11,108.28
2017-04-12,108.25
2017-04-13,108.39
2017-04-17,108.96
2017-04-18,109.35
2017-04-19,108.91
2017-04-20,109.93
2017-04-21,109.58
2017-04-24,108.89
2017-04-25,110.3
2017-04-26,110.68
2017-04-27,110.93
2017-04-28,110.7
2017-05-01,109.87
2017-05-02,109.52
2017-05-03,106.89
2017-05-04,106.46
2017-05-05,107.24
2017-05-08,106.71
2017-05-09,107.32
2017-05-10,105.02
2017-05-11,104.94
2017-05-12,105.05
2017-05-15,104.5
2017-05-16,103.4
2017-05-17,101.81
2017-05-18,102.15
2017-05-19,102.97
2017-05-22,103.07
2017-05-23,102.49
2017-05-24,103.14
2017-05-25,102.72
2017-05-26,103.81
2017-05-30,103.75
2017-05-31,103.36
2017-06-01,103.62
2017-06-02,102.64
2017-06-05,102.0
2017-06-06,101.02
2017-06-07,101.43
2017-06-08,99.9
2017-06-09,101.14
2017-06-12,102.51
2017-06-13,102.04
2017-06-14,101.65
2017-06-15,101.49
2017-06-16,101.03
2017-06-19,100.91
2017-06-20,99.53
2017-06-21,100.36
2017-06-22,99.8
2017-06-23,99.94
2017-06-26,101.09
2017-06-27,100.95
2017-06-28,102.33
2017-06-29,101.23
2017-06-30,101.76
2017-07-03,102.91
2017-07-05,101.15
2017-07-06,99.71
2017-07-07,99.68
2017-07-10,99.94
2017-07-11,100.18
2017-07-12,100.7
2017-07-13,100.61
2017-07-14,101.38
2017-07-17,101.09
2017-07-18,102.02
2017-07-19,103.05
2017-07-20,103.57
2017-07-21,103.32
2017-07-24,103.23
2017-07-25,102.66
2017-07-26,103.17
2017-07-27,106.12
2017-07-28,106.08
2017-07-31,106.05
2017-08-01,106.71
2017-08-02,104.84
2017-08-03,105.27
2017-08-04,103.89
2017-08-07,102.6
2017-08-08,103.21
2017-08-09,99.206
2017-08-10,97.777
2017-08-11,98.397
2017-08-14,97.827
2017-08-15,97.934
2017-08-16,98.595
2017-08-17,97.807
2017-08-18,97.153
2017-08-21,97.601
2017-08-22,99.146
2017-08-23,97.924
2017-08-24,97.944
2017-08-25,98.793
2017-08-28,98.937
2017-08-29,98.947
2017-08-30,99.245
2017-08-31,97.63
2017-09-01,97.924
2017-09-05,98.022
2017-09-06,97.924
2017-09-07,93.638
2017-09-08,93.648
2017-09-11,93.667
2017-09-12,94.44
2017-09-13,95.335
2017-09-14,94.449
2017-09-15,95.048
2017-09-18,94.641
2017-09-19,94.959
2017-09-20,95.713
2017-09-21,95.404
2017-09-22,95.123
2017-09-25,96.059
2017-09-26,95.153
2017-09-27,95.741
2017-09-28,94.593
2017-09-29,95.094
2017-10-02,96.34
2017-10-03,97.241
2017-10-04,97.008
2017-10-05,96.58
2017-10-06,96.542
2017-10-09,96.059
2017-10-10,96.068
2017-10-11,95.076
2017-10-12,93.512
2017-10-13,93.947
2017-10-16,94.671
2017-10-17,94.892
2017-10-18,94.786
2017-10-19,95.52
2017-10-20,95.896
2017-10-23,95.22
2017-10-24,94.824
2017-10-25,94.352
2017-10-26,95.084
2017-10-27,94.843
2017-10-30,94.583
2017-10-31,94.361
2017-11-01,95.54
2017-11-02,94.883
2017-11-03,95.163
2017-11-06,97.095
2017-11-07,98.032
2017-11-08,97.611
2017-11-09,99.057
2017-11-10,101.08
2017-11-13,101.04
2017-11-14,99.53
2017-11-15,100.03
2017-11-16,99.95
2017-11-17,99.79
2017-11-20,99.126
2017-11-21,99.375
2017-11-22,99.116
2017-11-24,99.017
2017-11-27,99.166
2017-11-28,99.76
2017-11-29,101.53
2017-11-30,101.12
2017-12-01,101.54
2017-12-04,106.34
2017-12-05,103.44
2017-12-06,101.75
2017-12-07,101.55
2017-12-08,101.36
2017-12-11,103.89
2017-12-12,104.47
2017-12-13,104.65
2017-12-14,107.54
2017-12-15,108.21
2017-12-18,107.97
2017-12-19,108.74
2017-12-20,106.68
2017-12-21,106.56
2017-12-22,105.68
2017-12-26,105.14
2017-12-27,104.68
2017-12-28,104.81
2017-12-29,104.55
2018-01-02,108.73
2018-01-03,109.19
2018-01-04,109.15
2018-01-05,108.55
2018-01-08,106.99
2018-01-09,106.91
2018-01-10,106.46
2018-01-11,107.93
2018-01-12,109.37
2018-01-16,107.65
2018-01-17,108.9
2018-01-18,107.39
2018-01-19,107.56
2018-01-22,108.04
2018-01-23,107.38
2018-01-24,107.47
2018-01-25,107.52
2018-01-26,109.11
2018-01-29,108.47
2018-01-30,107.08
2018-01-31,105.68
2018-02-01,107.46
2018-02-02,105.71
2018-02-05,101.83
2018-02-06,103.25
2018-02-07,101.88
2018-02-08,98.565
2018-02-09,100.26
2018-02-12,100.55
2018-02-13,101.25
2018-02-14,101.73
2018-02-15,102.29
2018-02-16,103.6
2018-02-20,103.06
2018-02-21,102.16
2018-02-22,102.35
2018-02-23,104.3
2018-02-26,106.78
2018-02-27,101.98
2018-02-28,100.32
2018-03-01,99.75
2018-03-02,100.16
2018-03-05,100.57
2018-03-06,102.05
2018-03-07,100.74
2018-03-08,101.17
2018-03-09,101.85
2018-03-12,102.28
2018-03-13,100.88
2018-03-14,101.04
2018-03-15,100.4
2018-03-16,100.04
2018-03-19,98.694
2018-03-20,98.565
2018-03-21,99.017
2018-03-22,97.836
2018-03-23,95.831
2018-03-26,97.885
2018-03-27,96.628
2018-03-28,95.831
2018-03-29,97.679
2018-04-02,95.947
2018-04-03,96.687
2018-04-04,98.179
2018-04-05,99.305
2018-04-06,97.591
2018-04-09,96.959
2018-04-10,98.585
2018-04-11,98.032
2018-04-12,97.63
2018-04-13,97.591
2018-04-16,97.485
2018-04-17,99.365
2018-04-18,98.427
2018-04-19,98.121
2018-04-20,97.485
2018-04-23,97.395
2018-04-24,96.725
2018-04-25,98.368
2018-04-26,97.095
2018-04-27,96.502
2018-04-30,97.571
2018-05-01,97.309
2018-05-02,96.881
2018-05-03,96.045
2018-05-04,98.368
2018-05-07,99.66
2018-05-08,98.987
2018-05-09,97.222
2018-05-10,98.882
2018-05-11,99.265
2018-05-14,99.62
2018-05-15,100.09
2018-05-16,102.15
2018-05-17,101.47
2018-05-18,101.07
2018-05-21,101.2
2018-05-22,101.21
2018-05-23,100.06
2018-05-24,99.305
2018-05-25,99.394
2018-05-29,96.949
2018-05-30,97.231
2018-05-31,96.734
2018-06-01,96.628
2018-06-04,97.485
2018-06-05,97.192
2018-06-06,99.106
2018-06-07,99.65
2018-06-08,101.12
2018-06-11,101.48
2018-06-12,101.46
2018-06-13,103.39
2018-06-14,105.76
2018-06-15,105.86
2018-06-18,104.12
2018-06-19,103.18
2018-06-20,104.21
2018-06-21,102.98
2018-06-22,103.42
2018-06-25,101.58
2018-06-26,101.39
2018-06-27,101.1
2018-06-28,101.89
2018-06-29,101.93
2018-07-02,102.44
2018-07-03,101.18
2018-07-05,102.45
2018-07-06,102.71
2018-07-09,103.93
2018-07-10,103.94
2018-07-11,105.92
2018-07-12,106.12
2018-07-13,107.83
2018-07-16,108.03
2018-07-17,108.13
2018-07-18,108.51
2018-07-19,109.93
2018-07-20,109.29
2018-07-23,108.9
2018-07-24,108.52
2018-07-25,108.99
2018-07-26,111.28
2018-07-27,110.4
2018-07-30,110.41
2018-07-31,111.33
2018-08-01,110.75
2018-08-02,110.53
2018-08-03,111.84
2018-08-06,113.66
2018-08-07,114.27
2018-08-08,111.73
2018-08-09,111.91
2018-08-10,110.46
2018-08-13,109.92
2018-08-14,110.53
2018-08-15,110.63
2018-08-16,110.26
2018-08-17,110.26
2018-08-20,109.79
2018-08-21,110.17
2018-08-22,109.74
2018-08-23,109.8
2018-08-24,109.73
2018-08-27,110.12
2018-08-28,110.36
2018-08-29,110.23
2018-08-30,109.72
2018-08-31,109.82
2018-09-04,108.67
2018-09-05,107.7
2018-09-06,108.09
2018-09-07,108.79
2018-09-10,108.5
2018-09-11,107.45
2018-09-12,107.31
2018-09-13,108.49
2018-09-14,107.11
2018-09-17,107.21
2018-09-18,107.38
2018-09-19,107.63
2018-09-20,109.42
2018-09-21,108.23
2018-09-24,110.55
2018-09-25,111.4
2018-09-26,112.94
2018-09-27,113.76
2018-09-28,114.64
2018-10-01,113.96
2018-10-02,115.34
2018-10-03,114.61
2018-10-04,113.85
2018-10-05,112.53
2018-10-08,113.74
2018-10-09,114.59
2018-10-10,110.64
2018-10-11,108.96
2018-10-12,110.39
2018-10-15,111.21
2018-10-16,113.91
2018-10-17,114.82
2018-10-18,113.9
2018-10-19,116.55
2018-10-22,115.95
2018-10-23,115.53
2018-10-24,109.41
2018-10-25,111.91
2018-10-26,110.97
2018-10-29,110.82
2018-10-30,112.51
2018-10-31,112.58
2018-11-01,113.82
2018-11-02,112.91
2018-11-05,113.17
2018-11-06,114.41
2018-11-07,114.75
2018-11-08,113.72
2018-11-09,115.68
2018-11-12,114.4
2018-11-13,114.55
2018-11-14,114.81
2018-11-15,114.8
2018-11-16,113.91
2018-11-19,113.15
2018-11-20,109.67
2018-11-21,110.81
2018-11-23,109.88
2018-11-26,110.33
2018-11-27,111.65
2018-11-28,113.82
2018-11-29,114.32
2018-11-30,113.21
2018-12-03,113.46
2018-12-04,110.65
2018-12-06,112.08
2018-12-07,110.63
2018-12-10,110.51
2018-12-11,110.62
2018-12-12,110.86
2018-12-13,112.02
2018-12-14,110.85
2018-12-17,109.29
2018-12-18,108.13
2018-12-19,107.9
2018-12-20,105.71
2018-12-21,102.96
2018-12-24,99.136
2018-12-26,104.55
2018-12-27,105.23
2018-12-28,106.0
2018-12-31,108.33
2019-01-02,107.66
2019-01-03,105.05
2019-01-04,108.29
2019-01-07,109.23
2019-01-08,110.07
2019-01-09,111.31
2019-01-10,111.44
2019-01-11,111.29
2019-01-14,111.06
2019-01-15,110.41
2019-01-16,109.57
2019-01-17,109.67
2019-01-18,109.7
2019-01-22,109.27
2019-01-23,109.78
2019-01-24,109.22
2019-01-25,109.75
2019-01-28,109.47
2019-01-29,109.56
2019-01-30,108.8
2019-01-31,110.17
2019-02-01,109.95
2019-02-04,110.45
2019-02-05,111.3
2019-02-06,110.06
2019-02-07,109.61
2019-02-08,110.16
2019-02-11,108.12
2019-02-12,107.88
2019-02-13,108.87
2019-02-14,109.33
2019-02-15,111.23
2019-02-19,112.14
2019-02-20,112.31
2019-02-21,112.91
2019-02-22,113.86
2019-02-25,112.22
2019-02-26,112.13
2019-02-27,111.42
2019-02-28,111.48
2019-03-01,112.64
2019-03-04,112.95
2019-03-05,112.63
2019-03-06,113.46
2019-03-07,112.64
2019-03-08,112.44
2019-03-11,113.36
2019-03-12,113.34
2019-03-13,112.71
2019-03-14,113.1
2019-03-15,113.57
2019-03-18,111.75
2019-03-19,108.67
2019-03-20,108.66
2019-03-21,107.35
2019-03-22,106.92
2019-03-25,106.49
2019-03-26,108.81
2019-03-27,108.95
2019-03-28,109.37
2019-03-29,109.69
2019-04-01,111.15
2019-04-02,110.61
2019-04-03,111.16
2019-04-04,113.36
